"MKZ";"AJvon";"AJbis";"Minimum";"Maximum";"Spannweite";"Steigung";"Korrelationskoeffizient";"Bestimmtheitsmaß";"Netzart";"Anzahl Fehljahre";"Anzahl unvollst. AJ";"Anzahl vollst. AJ";"GRIMM-STRELE";"GWK";"GWK25"
"50422736";NA;NA;NA;NA;NA;NA;NA;NA;"OWB 0, EZS 48";NA;NA;NA;NA;"DESN_ZM-2-1";"DESN_ZM-2-1"
"50430022";2009;2025;231,28;232,1;0,82;-0,0049774;-0,138;0,019;"MENGE 365";"Fehljahre: 2009, 2020/2022";4;13;-0,607;"DESN_ZM-3-3";"DESN_ZM-3-3"
"50430025";2015;2017;262,37;262,54;0,17;0,0188668;0,289;0,083;"ohne 0";"Fehljahre: 2017";1;2;11,0981176470588;"DESN_FM-4-1";"DESN_FM-4-1"
"50430645";1995;2020;305,05;306,91;1,86;-0,0200364;-0,452;0,205;"ohne 0";"Fehljahre: 2020";1;25;-1,07722580645161;"DESN_ZM-3-3";"DESN_ZM-3-3"
"50430647";2012;2025;299,12;300,71;1,59;-0,0449196;-0,531;0,282;"MENGE 365, UEB 1";"Fehljahre: 2012";1;13;-2,8251320754717;"DESN_ZM-3-3";"DESN_ZM-3-3"
"50431936";1995;2025;303,41;306,06;2,65;-0,026282;-0,62;0,385;"MENGE 365";"Fehljahre: 2024";1;30;-0,99177358490566;"DESN_FM-4-1";"DESN_FM-4-1"
"50431950";1995;2025;297,24;299,2;1,96;-0,0156629;-0,386;0,15;"MENGE 48";"Fehljahre: 2022";1;30;-0,799127551020408;"DESN_FM-4-1";"DESN_FM-4-1"
"50432479";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_ZM-3-3";"DESN_ZM-3-3"
"50440001";2021;2025;282,01;291,17;9,16;-0,9996448;-0,462;0,214;"OMD 1, EZS 365";"Fehljahre: 2021/2022";2;3;-10,9131528384279;"DESN_FM-4-1";"DESN_FM-4-1"
"50440646";1995;1999;313,83;314,63;0,8;-0,033227;-0,395;0,157;"ohne 0";"Fehljahre:";0;5;-4,153375;"DESN_FM-4-1";"DESN_FM-4-1"
"50440915";1995;2017;276,1;287,91;11,81;-0,5545205;-0,729;0,533;"ohne 0";"Fehljahre: 2008/2017";10;13;-4,69534716342083;"DESN_FM-4-1";"DESN_FM-4-1"
"50441209";1995;2025;250,92;252;1,08;-0,0085009;-0,334;0,112;"HW_S_DS 365, EZS 365";"Fehljahre:";0;31;-0,78712037037037;"DESN_FM-4-1";"DESN_FM-4-1"
"50441240";1995;1985;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_FM-4-1";"DESN_FM-4-1"
"50441689";1995;2009;386,81;387,49;0,68;-0,0012084;-0,037;0,001;"ohne 0";"Fehljahre: 2009";1;14;-0,177705882352941;"DESN_FM-2-2";"DESN_FM-2-2"
"50442485";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_FM-4-1";"DESN_FM-4-1"
"50442769";NA;NA;NA;NA;NA;NA;NA;NA;"UEB 1, MENGE 24";NA;NA;NA;NA;"DESN_FM-4-1";"DESN_FM-4-1"
"50442779";NA;NA;NA;NA;NA;NA;NA;NA;"UEB 1, MENGE 48";NA;NA;NA;NA;"DESN_FM-2-2";"DESN_FM-2-2"
"50446001";1995;2025;250,94;252,6;1,66;-0,0008237;-0,02;0;"EZS 48";"Fehljahre:";0;31;-0,0496204819277108;"DESN_FM-4-1";"DESN_FM-4-1"
"50450005";2009;2025;339,22;339,9;0,68;-0,0103359;-0,365;0,134;"MENGE 48";"Fehljahre: 2009";1;16;-1,51998529411765;"DESN_FM-2-2";"DESN_FM-2-2"
"50450006";2010;2025;394,18;397,35;3,17;-0,0444313;-0,178;0,032;"HW_S_DS 365, OMD 1";"Fehljahre: 2010/2015";6;10;-1,40161829652997;"DESN_FM-1";"DESN_FM-1"
"50450945";1995;2009;364,09;367,28;3,19;-0,0072097;-0,089;0,008;"ohne 0";"Fehljahre: 2009";1;14;-0,226009404388715;"DESN_FM-2-2";"DESN_FM-2-2"
"50451685";1995;1999;301,33;302,53;1,2;0,0409095;0,279;0,078;"ohne 0";"Fehljahre:";0;5;3,409125;"DESN_FM-2-2";"DESN_FM-2-2"
"50451984";1995;1980;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_FM-1";"DESN_FM-1"
"50452248";NA;NA;NA;NA;NA;NA;NA;NA;"UEB 1, MENGE 48";NA;NA;NA;NA;"DESN_FM-2-2";"DESN_FM-2-2"
"50452491";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_FM-2-2";"DESN_FM-2-2"
"50452492";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_FM-2-2";"DESN_FM-2-2"
"50453282";1995;2012;401,67;405,55;3,88;-0,0322276;-0,215;0,047;"ohne 0";"Fehljahre: 2012";1;17;-0,83060824742268;"DESN_FM-1";"DESN_FM-1"
"50453283";1995;2025;414,11;416,4;2,29;-0,0095182;-0,221;0,049;"MENGE 48";"Fehljahre:";0;31;-0,41564192139738;"DESN_FM-1";"DESN_FM-1"
"50453284";1995;2012;417,25;420,89;3,64;-0,0123619;-0,083;0,007;"ohne 0";"Fehljahre: 2002, 2012";2;16;-0,339612637362637;"DESN_FM-1";"DESN_FM-1"
"50460035";2011;2025;333,38;334,14;0,76;0,0006716;0,017;0;"OMD 1, MENGE 365";"Fehljahre: 2011/2012";2;13;0,0883684210526316;"DESN_FM-1";"DESN_FM-1"
"50462040";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-10";"DESN_EL-1-10"
"50462252";NA;NA;NA;NA;NA;NA;NA;NA;"MENGE 48";NA;NA;NA;NA;"DESN_FM-1";"DESN_FM-1"
"50463280";1995;2019;390,77;391,91;1,14;-0,0233766;-0,753;0,568;"ohne 0";"Fehljahre: 2019";1;24;-2,05057894736842;"DESN_FM-1";"DESN_FM-1"
"50463281";1995;1981;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_FM-1";"DESN_FM-1"
"50466002";2008;2025;361,06;362,83;1,77;0,0023285;0,034;0,001;"HW_S_DS 365, UEB 1";"Fehljahre: 2008/2009";2;16;0,131553672316384;"DESN_EL-1-10";"DESN_EL-1-10"
"50466601";1995;2017;332,5;333,86;1,36;-0,0266209;-0,611;0,374;"ohne 0";"Fehljahre: 2017";1;22;-1,95741911764706;"DESN_FM-1";"DESN_FM-1"
"50470001";2010;2025;328,05;329,87;1,82;0,0413848;0,583;0,34;"MENGE 365";"Fehljahre: 2010";1;15;2,27389010989011;"DESN_EL-1-9";"DESN_EL-1-9"
"50472159";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-10";"DESN_EL-1-10"
"50474010";1995;1993;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50476008";1995;2001;180,41;181,12;0,71;0,0040548;0,049;0,002;"ohne 0";"Fehljahre: 1997/2001";5;2;0,571098591549296;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50476013";2000;2025;180,06;180,84;0,78;-0,0055591;-0,249;0,062;"HW_S_BB 48, EZS 48";"Fehljahre: 2000/2001, 2011/2012, 2014, 2025";6;20;-0,712705128205128;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50476017";2008;2025;358,45;360,2;1,75;-0,0482095;-0,442;0,195;"UEB 1";"Fehljahre: 2008/2009, 2014/2025";14;4;-2,75482857142857;"DESN_EL-1-9";"DESN_EL-1-9"
"50480001";2009;2012;186,2;186,99;0,79;0,14636;0,605;0,366;"ohne 0";"Fehljahre: 2009, 2012";2;2;18,526582278481;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50480002";2010;2025;181,32;186,46;5,14;-0,2209158;-0,833;0,695;"MENGE 365";"Fehljahre: 2010";1;15;-4,29797276264591;"DESN_EL-1-8";"DESN_EL-1-8"
"50481214";1995;1994;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-8";"DESN_EL-1-8"
"50481215";1995;2010;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-9";"DESN_EL-1-9"
"50482785";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-9";"DESN_EL-1-9"
"50484046";1995;2015;113,32;116,55;3,23;0,0331073;0,284;0,08;"ohne 0";"Fehljahre: 2015";1;20;1,02499380804954;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50486002";2017;2017;NA;NA;NA;NA;NA;NA;"UEB 1";NA;NA;NA;NA;"DESN_EL-1-9";"DESN_EL-1-9"
"50486201_1";2005;2025;112,44;116,56;4,12;-0,0983838;-0,61;0,373;"EZS 48";"Fehljahre: 2005/2012";8;13;-2,38795631067961;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50490001";2010;2025;183,86;184,76;0,9;-0,0088802;-0,219;0,048;"ohne 0";"Fehljahre: 2010";1;15;-0,986688888888889;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50490002";2010;2025;143,56;145,99;2,43;-0,0421296;-0,44;0,194;"EZS 48";"Fehljahre: 2010";1;15;-1,73372839506173;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491423";1995;1996;118,29;118,75;0,46;0,0713884;0,38;0,144;"ohne 0";"Fehljahre:";0;2;15,5192173913043;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491428";1995;2005;143,62;145,32;1,7;-0,0658116;-0,434;0,189;"ohne 0";"Fehljahre: 2005";1;10;-3,87127058823529;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491439";1995;1996;108,4;110,48;2,08;-0,094575;-0,096;0,009;"ohne 0";"Fehljahre:";0;2;-4,546875;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491440";1995;1999;107,98;110,53;2,55;-0,0894712;-0,22;0,049;"ohne 0";"Fehljahre:";0;5;-3,50867450980392;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491443";1995;2010;108,23;111,49;3,26;-0,0129096;-0,098;0,01;"ohne 0";"Fehljahre:";0;16;-0,396;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491444";1995;2005;108,32;110,56;2,24;0,0018818;0,008;0;"ohne 0";"Fehljahre: 2000/2005";6;5;0,0840089285714286;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491445";1995;2025;109,69;113,19;3,5;-0,0241058;-0,422;0,179;"HW_S_DS 365";"Fehljahre:";0;31;-0,688737142857143;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491446";1995;1997;110,82;111,87;1,05;0,2842095;0,559;0,313;"ohne 0";"Fehljahre: 1997";1;2;27,0675714285714;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491952";1995;2025;118,12;121,89;3,77;-0,0267449;-0,32;0,103;"EZS 24";"Fehljahre:";0;31;-0,709413793103448;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491961";1995;2025;111,66;114,84;3,18;-0,0263538;-0,417;0,174;"HW_S_DS 365";"Fehljahre: 2011";1;30;-0,828735849056604;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491962";1995;1996;112,14;112,97;0,83;0,7921178;0,892;0,795;"ohne 0";"Fehljahre: 1996";1;1;95,4358795180723;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50491966";1995;1987;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50492315";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50494033";1995;2012;108,94;112,94;4;-0,0008038;-0,005;0;"ohne 0";"Fehljahre: 2012";1;17;-0,020095;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50495889";2006;2025;110,41;113,32;2,91;-0,04353;-0,601;0,362;"GWS_Stadt_Dresden_DRITTES 365";"Fehljahre: 2015, 2018/2023";7;13;-1,49587628865979;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50495894";2007;2025;111,52;113,96;2,44;-0,0416669;-0,558;0,312;"GWS_Stadt_Dresden_DRITTES 365";"Fehljahre: 2019/2022";4;15;-1,70765983606557;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50495897";2007;2025;109,82;113,15;3,33;-0,0517234;-0,589;0,347;"GWS_Stadt_Dresden_DRITTES 365";"Fehljahre: 2007, 2018/2023";7;12;-1,55325525525526;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496064";1995;2012;107,99;112,63;4,64;-0,0050226;-0,028;0,001;"ohne 0";"Fehljahre: 2012";1;17;-0,108245689655172;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496155";1996;1999;112,62;113,3;0,68;-0,0639872;-0,302;0,092;"ohne 0";"Fehljahre: 1996";1;3;-9,40988235294117;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496156";1997;1999;117,94;118,39;0,45;0,0392826;0,333;0,111;"ohne 0";"Fehljahre:";0;3;8,72946666666667;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496157_2";2000;2010;111,94;113,7;1,76;0,0033854;0,03;0,001;"ohne 0";"Fehljahre: 2000/2010";11;0;0,192352272727273;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496158";2000;2006;112,09;112,99;0,9;0,0207671;0,161;0,026;"ohne 0";"Fehljahre: 2000/2006";7;0;2,30745555555556;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496159_2";2000;2019;111,42;113,04;1,62;-0,0009539;-0,02;0;"ohne 0";"Fehljahre: 2000/2019";20;0;-0,0588827160493827;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496161";2005;2025;121,39;124,26;2,87;-0,0909192;-0,76;0,578;"MENGE 365, UEB 1";"Fehljahre: 2005, 2012";2;19;-3,16791637630662;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50496165";2007;2025;184,91;185,89;0,98;-0,0065514;-0,202;0,041;"MENGE 48, UEB 1";"Fehljahre: 2007";1;18;-0,668510204081633;"DESN_EL-1-8";"DESN_EL-1-8"
"50496166";2007;2025;308,32;313,57;5,25;-0,0654348;-0,309;0,095;"MENGE 48";"Fehljahre: 2007";1;18;-1,24637714285714;"DESN_EL-1-7";"DESN_EL-1-7"
"50496167";2007;2021;216,38;216,89;0,51;-0,0056158;-0,226;0,051;"ohne 0";"Fehljahre: 2007, 2021";2;13;-1,10113725490196;"DESN_EL-1-7";"DESN_EL-1-7"
"50496180";2008;2025;109,8;113,9;4,1;-0,0607149;-0,458;0,21;"HW_S_DS 365, EZS 365";"Fehljahre: 2008, 2010";2;16;-1,4808512195122;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50497356_1";2021;2023;111,92;112,42;0,5;-0,1689846;-0,511;0,261;"ohne 0";"Fehljahre: 2021/2023";3;0;-33,79692;"DESN_EL-1-1-2";"DESN_EL-1-1-2"
"50502001";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50502002";NA;NA;NA;NA;NA;NA;NA;NA;"UEB 1, MENGE 48";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50502091";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50502322";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50502690";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50502782";NA;NA;NA;NA;NA;NA;NA;NA;"MENGE 24";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50506014";1995;2025;123,74;126,86;3,12;-0,0228155;-0,431;0,186;"MENGE 12";"Fehljahre: 2022, 2025";2;29;-0,731266025641026;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50506025";1996;2015;133;137;4;0,0119845;0,098;0,01;"OMP_DRITTEB 1";"Fehljahre: 1996/2015";20;0;0,2996125;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50506028";2001;2015;121;122;1;0,0295005;0,251;0,063;"OMP_DRITTEB 1";"Fehljahre: 2001/2015";15;0;2,95005;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50506035";2001;2007;79,62;80,57;0,95;-0,0720577;-0,577;0,333;"OMP_DRITTEB 1";"Fehljahre: 2001, 2007";2;5;-7,58502105263158;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50506039";1995;2007;109,27;118,25;8,98;0,1072702;0,358;0,128;"OMP_DRITTEB 1";"Fehljahre: 1998/1999, 2001/2007";9;4;1,19454565701559;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50512001";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50512154";NA;NA;NA;NA;NA;NA;NA;NA;"MENGE 48";NA;NA;NA;NA;"DESN_EL-1-5";"DESN_EL-1-5"
"50512188";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-5";"DESN_EL-1-5"
"50512321";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-1";"DESN_EL-1-6-1"
"50512333";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-5";"DESN_EL-1-5"
"50512342";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-5";"DESN_EL-1-5"
"50512346";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-5";"DESN_EL-1-5"
"50512639";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-5";"DESN_EL-1-5"
"50512760";NA;NA;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50513360";1995;2013;272,73;276,59;3,86;-0,0155631;-0,13;0,017;"ohne 0";"Fehljahre: 2013";1;18;-0,403189119170984;"DESN_EL-1-5";"DESN_EL-1-5"
"50513361";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_EL-1-5";"DESN_EL-1-5"
"50513362";1995;1996;273,51;274,73;1,22;-0,0762233;-0,162;0,026;"ohne 0";"Fehljahre:";0;2;-6,24781147540984;"DESN_EL-1-5";"DESN_EL-1-5"
"50513363";1995;1996;266,56;266,93;0,37;-0,1160156;-0,656;0,431;"ohne 0";"Fehljahre: 1996";1;1;-31,3555675675676;"DESN_EL-1-5";"DESN_EL-1-5"
"50513364";1995;1996;273,8;279,24;5,44;-1,242268;-0,531;0,283;"ohne 0";"Fehljahre:";0;2;-22,8358088235294;"DESN_EL-1-5";"DESN_EL-1-5"
"50513366";1995;1996;291,11;292,23;1,12;-0,0018559;-0,003;0;"ohne 0";"Fehljahre:";0;2;-0,165705357142857;"DESN_EL-1-5";"DESN_EL-1-5"
"50516001";1995;2025;135,2;150,65;15,45;0,0923475;0,336;0,113;"MENGE 12";"Fehljahre: 1995/2010, 2015, 2017/2018, 2022/2023";21;10;0,597718446601942;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516002";1995;2025;137,19;138,55;1,36;-0,0173832;-0,688;0,474;"MENGE 12";"Fehljahre: 1995/2010, 2015, 2018, 2023";19;12;-1,27817647058824;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516003";1995;2025;189,1;192,17;3,07;0,0383926;0,449;0,202;"MENGE 12";"Fehljahre: 1995/2010, 2018";17;14;1,25057328990228;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516004";1995;2025;233,78;235,81;2,03;0,0125241;0,235;0,055;"MENGE 365";"Fehljahre: 1998, 2013, 2022";3;28;0,616950738916256;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516009";1995;2019;204,91;232,91;28;0,0878464;0,227;0,052;"ohne 0";"Fehljahre: 1998, 2005/2013, 2017/2019";13;12;0,313737142857143;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516010";1995;2021;196,45;200,96;4,51;-0,0008113;-0,008;0;"ohne 0";"Fehljahre: 1998, 2013/2015";4;23;-0,0179889135254989;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516023";1995;2014;171,33;171,34;0,01;-0,0589113;-1;1;"ohne 0";"Fehljahre: 1995/2014";20;0;-589,113;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516024";1995;2015;170,37;171,85;1,48;-0,0016293;-0,036;0,001;"ohne 0";"Fehljahre: 1995, 1998, 2008/2010, 2015";6;15;-0,110087837837838;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516025";1995;2014;147,83;148,53;0,7;-0,013775;-0,38;0,145;"ohne 0";"Fehljahre: 1995/1996, 1998, 2008/2014";10;10;-1,96785714285714;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50516026";1995;2015;147,87;148,56;0,69;-0,0159264;-0,509;0,26;"ohne 0";"Fehljahre: 1998, 2008/2011, 2013, 2015";7;14;-2,30817391304348;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"5051E3360";2015;2025;284,19;286,06;1,87;-0,0115397;-0,075;0,006;"UEB 1, MENGE 365";"Fehljahre: 2015/2016";2;9;-0,617096256684492;"DESN_EL-1-5";"DESN_EL-1-5"
"5051E6023";2022;2025;170,8;171,37;0,57;0,0001062;0,001;0;"EZS 365, UEB 1";"Fehljahre: 2022";1;3;0,0186315789473684;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"5051E6024";2022;2025;148,02;148,39;0,37;0,0119804;0,141;0,02;"EZS 365";"Fehljahre: 2022";1;3;3,23794594594595;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"5051E6025";2022;2025;152,96;154,67;1,71;0,1959937;0,512;0,262;"EZS 365";"Fehljahre: 2022";1;3;11,4616198830409;"DESN_EL-1-6-2";"DESN_EL-1-6-2"
"50530326";1995;2008;376,49;380,22;3,73;-0,0660047;-0,393;0,155;"ohne 0";"Fehljahre: 2005/2008";4;10;-1,76956300268097;"DESN_NE-2";"DESN_NE-2"
"50530328";1995;2009;385,03;388,52;3,49;-0,1103353;-0,554;0,308;"ohne 0";"Fehljahre: 2009";1;14;-3,16146991404011;"DESN_NE-2";"DESN_NE-2"
"50530329";1995;2025;389,74;390,87;1,13;-0,0007066;-0,034;0,001;"MENGE 48";"Fehljahre:";0;31;-0,0625309734513274;"DESN_SP-1-1";"DESN_SP-1-1-1"
"50530332";1995;1976;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_SP-1-1";"DESN_SP-1-1-1"
"50536001";1995;2008;368,14;372,88;4,74;-0,1414353;-0,514;0,264;"ohne 0";"Fehljahre:";0;14;-2,9838670886076;"DESN_NE-2";"DESN_NE-2"
"50540001";2002;2025;322,33;324,73;2,4;-0,0030582;-0,043;0,002;"EZS 365, UEB 1";"Fehljahre: 2002/2022";21;3;-0,127425;"DESN_NE-2";"DESN_NE-2"
"50540003";2021;2025;360,11;360,64;0,53;-0,0434128;-0,406;0,165;"OMD 1, EZS 365";"Fehljahre: 2021";1;4;-8,19109433962264;"DESN_NE-2";"DESN_NE-2"
"50540287";1995;1990;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-2";"DESN_NE-2"
"50540288";1995;2019;319,77;321,96;2,19;0,0143974;0,242;0,059;"ohne 0";"Fehljahre: 2019";1;24;0,657415525114155;"DESN_NE-2";"DESN_NE-2"
"50540290";1995;2025;304,68;311,37;6,69;-0,0040625;-0,059;0,004;"MENGE 48";"Fehljahre: 2004/2005, 2007/2009, 2019/2021, 2023, 2025";10;21;-0,0607249626307922;"DESN_NE-2";"DESN_NE-2"
"50540291";1995;1993;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-2";"DESN_NE-2"
"50540292";1995;2025;294,46;299,68;5,22;-0,0196373;-0,174;0,031;"MENGE 48";"Fehljahre: 2022";1;30;-0,376193486590038;"DESN_NE-2";"DESN_NE-2"
"50540294";1995;1982;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-2";"DESN_NE-2"
"50540295";1995;1989;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-2";"DESN_NE-2"
"50540296";1995;1989;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-2";"DESN_NE-2"
"50540297";1995;1969;NA;NA;NA;NA;NA;NA;"ohne 0";NA;NA;NA;NA;"DESN_NE-2";"DESN_NE-2"
"50540323";1995;2009;346,93;348,63;1,7;0,0104625;0,125;0,016;"ohne 0";"Fehljahre: 2009";1;14;0,615441176470588;"DESN_NE-2";"DESN_NE-2"
"50540980";1995;2009;288,37;290,78;2,41;-0,065673;-0,364;0,133;"ohne 0";"Fehljahre: 2009";1;14;-2,72502074688797;"DESN_NE-2";"DESN_NE-2"
"50541200";1995;2012;320,18;323,48;3,3;0,0061889;0,042;0,002;"ohne 0";"Fehljahre: 2012";1;17;0,187542424242424;"DESN_NE-2";"DESN_NE-2"
"50546001";1995;2012;310,42;311,32;0,9;0,0009566;0,028;0,001;"ohne 0";"Fehljahre: 2012";1;17;0,106288888888889;"DESN_NE-2";"DESN_NE-2"
"50547145";1995;2000;289,5;290,63;1,13;0,1309978;0,507;0,257;"ohne 0";"Fehljahre: 1995/2000";6;0;11,5927256637168;"DESN_NE-2";"DESN_NE-2"
"50547146";1995;2000;275,15;275,81;0,66;-0,0111031;-0,1;0,01;"ohne 0";"Fehljahre: 1995/2000";6;0;-1,68228787878788;"DESN_NE-2";"DESN_NE-2"
"50547176";1995;2000;259,01;259,5;0,49;-0,0445276;-0,481;0,232;"ohne 0";"Fehljahre: 1995/2000";6;0;-9,08726530612245;"DESN_NE-2";"DESN_NE-2"
"50547249";1995;2021;251,86;254,2;2,34;-0,0151429;-0,198;0,04;"ohne 0";"Fehljahre: 1995/2021";27;0;-0,647132478632479;"DESN_NE-2";"DESN_NE-2"
"50547471";1995;2010;259,16;261,36;2,2;0,0466961;0,355;0,126;"ohne 0";"Fehljahre: 1995/2010";16;0;2,12255;"DESN_NE-2";"DESN_NE-2"
"50547472";1995;2021;242,08;247,08;5;0,042871;0,443;0,196;"ohne 0";"Fehljahre: 1995/2021";27;0;0,85742;"DESN_NE-2";"DESN_NE-2"
"50547473";1995;2021;191,09;203,91;12,82;-0,3996933;-0,915;0,838;"ohne 0";"Fehljahre: 1995/2021";27;0;-3,11773244929797;"DESN_NE-2";"DESN_NE-2"
"50547479";1995;2021;239,19;240,5;1,31;0,0584046;0,825;0,681;"ohne 0";"Fehljahre: 1995/2021";27;0;4,45836641221374;"DESN_NE-2";"DESN_NE-2"
"50547550";1995;2021;241,9;243,01;1,11;0,0013881;0,051;0,003;"ohne 0";"Fehljahre: 1995/2021";27;0;0,125054054054054;"DESN_NE-2";"DESN_NE-2"
